Título,Entidad,Ubicación,Convocatoria,Vacantes,Remuneración,Fecha Inicio,Fecha Fin,Departamento,,UNICOS
TÉCNICO DE REGISTRO ADMINISTRATIVO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,250.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD DISTRITAL DE INCLAN
TÉCNICO EN LABORATORIO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,100.00",20/04/2026,4/05/2026,0,,ZONA FRANCA Y ZONA COMERCIAL DE TACNA - ZOFRATACNA
TÉCNICO EN LABORATORIO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,100.00",20/04/2026,4/05/2026,0,,DIRECCION REGIONAL DE SALUD TACNA
TÉCNICO EN SOPORTE DE PLATAFORMAS VIRTUALES,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,250.00",20/04/2026,4/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 11 - CAJATAMBO
ALBAÑIL I,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,425.00",20/04/2026,4/05/2026,0,,PROCURADURIA GENERAL DEL ESTADO
BRACERO I,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,425.00",20/04/2026,4/05/2026,0,,PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO
CARPINTERO II,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,ORGANISMO SUPERVISOR DE LA INVERSION EN INFRAESTRUCTURA DE TRANSPORTE DE USO PUB LICO - OSITRAN
ECONOMISTA IV,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,582.00",20/04/2026,4/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL 07
ESPECIALISTA EN CAPACITACIÓN IV,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,582.00",20/04/2026,4/05/2026,0,,PROGRAMA NACIONAL DE TELECOMUNICACIONES - PRONATEL
MAQUINISTA II,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,2,"S/. 1,434.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD DE JESUS MARIA
MECANICO II,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,434.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD  DISTRITAL DE ATE
OPERADOR PAD II,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD PROVINCIAL DE URUBAMBA
TÉCNICO ADMINISTRATIVO III,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD DISTRITAL DE LIVITACA
TÉCNICO ADMINISTRATIVO III,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - CHILCA,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,UNIDAD EJECUTORA 315 EDUCACION ANTA
ENFERMERA,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,600.00",20/04/2026,4/05/2026,0,,CENTRO DE FORMACION EN TURISMO
ESPECIALISTA EN MANEJO DE BOVINOS,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,600.00",20/04/2026,4/05/2026,0,,MUNICIPALIDAD DISTRITAL DE EL TAMBO
TRABAJADOR DE CAMPO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,UNIDAD EJECUTORA EDUCACIÓN PANGOA
TÉCNICO ADMINISTRATIVO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,700.00",20/04/2026,4/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL  04 - TRUJILLO SUR ESTE
TÉCNICO EN LABORATORIO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,100.00",20/04/2026,4/05/2026,0,,UGEL LAMBAYEQUE
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0042,1,"S/. 4,935.00",20/04/2026,4/05/2026,0,,UNIDAD DE GESTION EDUCATIVA DE AIJA
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0042,1,"S/. 3,564.19",20/04/2026,4/05/2026,0,,UGEL LA UNIÓN
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0042,1,"S/. 3,564.19",20/04/2026,4/05/2026,0,,GOBIERNO REGIONAL DE AREQUIPA- SALUD APLAO
TRABAJADOR DE CAMPO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL JAEN
BRACERO I,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - SATIPO,276-2,1,"S/. 1,425.00",20/04/2026,4/05/2026,0,,DIRECCION REGIONAL AGRARIA CAJAMARCA
JEFE DE TALLER III,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - SATIPO,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR
ASISTENTE DE GERENCIA DE DESARROLLO ECONOMICO LOCAL Y SOCIAL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
ASISTENTE DE LA PROCURADURIA MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,800.00",20/04/2026,4/05/2026,0,,
"ASISTENTE DE LA SUBGERENCIA DE OBRAS PRIVADAS CONTROL URBANA, RURAL Y CATASTRO",MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
ASISTENTE DE LA SUBGERENCIA DE OBRAS PÚBLICAS Y PROYECTOS,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
ASISTENTE EN FISCALIZACION TRIBUTARIA,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
EJECUTOR COACTIVO,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,300.00",20/04/2026,4/05/2026,0,,
GUARDIAN DEL GARAJE,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
GUARDIAN ESTADIO MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
INSPECTOR DE TRÁNSITO,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
JEFE DEL PROGRAMA DEL VASO,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
PERSONAL DE LIMPIEZA,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,2,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
PROMOTOR AMBIENTAL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
RESPONSABLE DE LA OFICINA DE RELACIONES PÚBLICAS E IMAGEN INSTITUCIONAL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
SERENAZGO,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,2,"S/. 1,400.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE CONTABILIDAD,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE FISCALIZACION TRIBUTARIA Y CONTROL,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
"SUBGERENTE DE OBRAS PRIVADAS, CONTROL URBANA, RURAL Y CATASTRO",MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE OBRAS PÚBLICAS Y PROYECTOS,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE PROMOCION E INVERSIONES,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE SANEAMIENTO BÁSICO,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
SUBGERENTE DE TRANSPORTES,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
TECNICO EN ADQUISICIONES,MUNICIPALIDAD PROVINCIAL DE JUNIN,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
JEFE DE LA OFICINA DE ASUNTOS LEGALES,MUNICIPALIDAD DISTRITAL DE PISAC,CUSCO - PISAC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 4,600.00",20/04/2026,4/05/2026,0,,
UN (01) ASISTENTE EN ARQUEOLOGÍA,UNIDAD EJECUTORA MC-CUSCO,CUSCO - MOLLEPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,1,"S/. 2,264.19",20/04/2026,4/05/2026,0,,
UN (01) EDITOR AUDIOVISUAL,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-025,1,"S/. 3,064.19",20/04/2026,4/05/2026,0,,
ANALISTA DE SEGURIDAD DE DATOS,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-024,1,"S/. 3,864.19",20/04/2026,4/05/2026,0,,
ANALISTA INFORMÁTICO Y DE SISTEMAS,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-022,1,"S/. 3,864.19",20/04/2026,4/05/2026,0,,
INGENIERO DE INFORMÁTICA Y SISTEMAS,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-023,1,"S/. 3,864.19",20/04/2026,4/05/2026,0,,
UN (01) CONDUCTOR (CHOFER),UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 2,900.00",20/04/2026,4/05/2026,0,,
UN (01) CONTADOR I,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-015,1,"S/. 3,864.19",20/04/2026,4/05/2026,0,,
UN (01) ESPECIALISTA EN ESTUDIOS DE LOS PUEBLOS INDÍGENAS,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-017,1,"S/. 4,164.19",20/04/2026,4/05/2026,0,,
UN (01) TÉCNICO ADMINISTRATIVO EN ARCHIVO,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 2,900.00",20/04/2026,4/05/2026,0,,
UN (01) VIGILANTE CONSERVADOR - CHOQUEQUIRAO,UNIDAD EJECUTORA MC-CUSCO,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 4,164.19",20/04/2026,4/05/2026,0,,
RESPONSABLE DE ADQUISICIONES,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-003,1,"S/. 2,564.19",20/04/2026,4/05/2026,0,,
ESPECIALISTA EN  CONTABILIDAD,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,364.19",20/04/2026,4/05/2026,0,,
ESPECIALISTA EN LOGISTICA,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,364.19",20/04/2026,4/05/2026,0,,
ESPECIALISTA EN RECURSOS HUMANOS,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,364.19",20/04/2026,4/05/2026,0,,
ESPECIALISTA EN TESORERIA,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,364.19",20/04/2026,4/05/2026,0,,
MEDICO CIRUJANO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - PAUCARA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 5,200.00",20/04/2026,4/05/2026,0,,
MEDICO CIRUJANO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - CAJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 5,200.00",20/04/2026,4/05/2026,0,,
MEDICO CIRUJANO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ANTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 5,200.00",20/04/2026,4/05/2026,0,,
CHOFER,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 1,200.00",20/04/2026,4/05/2026,0,,
ENFERMERA/O,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,900.00",20/04/2026,4/05/2026,0,,
ESPECIALISTA DE ADQUISICIONES,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,200.00",20/04/2026,4/05/2026,0,,
OBSTETRA,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,900.00",20/04/2026,4/05/2026,0,,
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
TECNOLOGO MEDICO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,300.00",20/04/2026,4/05/2026,0,,
ESPECIALISTA LEGAL II,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-122,1,"S/. 4,000.00",20/04/2026,4/05/2026,0,,
TECNICO II,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,276-025,1,"S/. 2,812.00",20/04/2026,4/05/2026,0,,
PROFESIONAL II PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR,UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,165.00",20/04/2026,4/05/2026,0,,
CONTADOR,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,050.00",20/04/2026,4/05/2026,0,,
EJECUTOR COACTIVO,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,050.00",20/04/2026,4/05/2026,0,,
JEFE DE OFICINA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,050.00",20/04/2026,4/05/2026,0,,
JEFE DE OFICINA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,050.00",20/04/2026,4/05/2026,0,,
JEFE DE OFICINA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,500.00",20/04/2026,4/05/2026,0,,
JEFE DE OFICINA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,050.00",20/04/2026,4/05/2026,0,,
JEFE DE OFICINA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,ICA - VISTA ALEGRE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,500.00",20/04/2026,4/05/2026,0,,
OPERADOR DE MESA DE PARTES,ZONA REGISTRAL NRO XI SEDE ICA,ICA - CHINCHA ALTA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-008,1,"S/. 2,000.00",20/04/2026,4/05/2026,0,,
TÉCNICO EN LABORATORIO,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL MANTARO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,100.00",20/04/2026,4/05/2026,0,,
TÉCNICO LABORATORISTA,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,JUNIN - EL MANTARO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,100.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO II,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO III,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
AUXILIAR ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,3,"S/. 1,100.00",20/04/2026,4/05/2026,0,,
INSPECTORES DE TRANSPORTES,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,3,"S/. 1,300.00",20/04/2026,4/05/2026,0,,
RESPONSABLE DE DEMUNA Y CIAM,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
SUB GERENTE DE DESARROLLO SOCIAL,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,500.00",20/04/2026,4/05/2026,0,,
TECNICO ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
TECNICO ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,500.00",20/04/2026,4/05/2026,0,,
TECNICO ADMINISTRATIVO,MUNICIPALIDAD PROVINCIAL JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,800.00",20/04/2026,4/05/2026,0,,
JEFE DE TALLER III,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - SAN RAMON,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,
TÉCNICO ADMINISTRATIVO III,DIRECCION REGIONAL DE TRANSPORTES Y COMU NICACIONES JUNIN,JUNIN - SAN RAMON,276-2,1,"S/. 1,442.00",20/04/2026,4/05/2026,0,,
ASISTENTE ADMINISTRATIVO(NOTIFICADOR),MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0042,1,"S/. 2,364.19",20/04/2026,4/05/2026,0,,
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0042,1,"S/. 3,564.00",20/04/2026,4/05/2026,0,,
ANALISTA ADMINSTRATIVO,MUNICIPALIDAD DISTRITAL PERENE,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,2,"S/. 3,500.00",20/04/2026,4/05/2026,0,,
AUXILIAR ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL PERENE,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,500.00",20/04/2026,4/05/2026,0,,
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-0042,1,"S/. 3,564.19",20/04/2026,4/05/2026,0,,
